hp:0000001	all	all
hp:0002049	proximal renal tubular acidosis	proximal renal tubular acidosis
hp:0002049	proximal renal tubular acidosis	proximal tubular acidosis
hp:0002049	proximal renal tubular acidosis	renal tubular acidosis, proximal
hp:0002049	proximal renal tubular acidosis	renal tubular acidosis, type ii
hp:0002050	macroorchidism, postpubertal	macroorchidism, postpubertal
hp:0002054	heavy supraorbital ridges	heavy supraorbital ridges
hp:0002054	heavy supraorbital ridges	heavy supraorbital ridge
hp:0002054	heavy supraorbital ridges	heavy brow of the face
hp:0002055	curved linear dimple below the lower lip	curved linear dimple below the lower lip
hp:0002056	abnormality of the glabella	abnormality of the glabella
hp:0002056	abnormality of the glabella	glabellar abnormality
hp:0002056	abnormality of the glabella	abnormality of the area between the eyebrows
hp:0002057	prominent glabella	prominent glabella
hp:0002057	prominent glabella	convex glabella
hp:0002057	prominent glabella	prominent area between the eyebrows
hp:0002057	prominent glabella	hyperplasia of glabella
hp:0002057	prominent glabella	protruding area between the eyebrows
hp:0002058	myopathic facies	myopathic facies
hp:0002058	myopathic facies	myopathic face
hp:0002058	myopathic facies	myopathic facial appearance
hp:0002059	cerebral atrophy	cerebral atrophy
hp:0002059	cerebral atrophy	degeneration of cerebrum
hp:0002060	abnormality of the cerebrum	abnormality of the cerebrum
hp:0002060	abnormality of the cerebrum	abnormality of the telencephalon
hp:0002061	lower limb spasticity	lower limb spasticity
hp:0002062	morphological abnormality of the pyramidal tract	morphological abnormality of the pyramidal tract
hp:0002062	morphological abnormality of the pyramidal tract	abnormality of the pyramidal tracts
hp:0002063	rigidity	rigidity
hp:0002063	rigidity	muscle rigidity
hp:0002063	rigidity	rigidity
hp:0002064	spastic gait	spastic gait
hp:0002064	spastic gait	spastic walk
hp:0002066	gait ataxia	gait ataxia
hp:0002066	gait ataxia	ataxic gait
hp:0002066	gait ataxia	inability to coordinate movements when walking
hp:0002066	gait ataxia	ataxia of gait
hp:0002067	bradykinesia	bradykinesia
hp:0002067	bradykinesia	slow movements
hp:0002067	bradykinesia	slowness of movements
hp:0002068	neuromuscular dysphagia	neuromuscular dysphagia
hp:0002069	generalized tonic-clonic seizures	generalized tonic-clonic seizures
hp:0002069	generalized tonic-clonic seizures	generalised tonic-clonic seizures
hp:0002069	generalized tonic-clonic seizures	generalized clonic-tonic seizures
hp:0002069	generalized tonic-clonic seizures	generalized tonic clonic seizures
hp:0002069	generalized tonic-clonic seizures	grand mal seizures
hp:0002069	generalized tonic-clonic seizures	seizures, generalized tonic-clonic
hp:0002069	generalized tonic-clonic seizures	seizures, generalized, tonic-clonic
hp:0002069	generalized tonic-clonic seizures	seizures, tonic-clonic
hp:0002069	generalized tonic-clonic seizures	tonic-clonic convulsions
hp:0002069	generalized tonic-clonic seizures	tonic-clonic convulsion
hp:0002070	limb ataxia	limb ataxia
hp:0002070	limb ataxia	appendicular ataxia
hp:0002071	abnormality of extrapyramidal motor function	abnormality of extrapyramidal motor function
hp:0002071	abnormality of extrapyramidal motor function	extrapyramidal dysfunction
hp:0002071	abnormality of extrapyramidal motor function	extrapyramidal signs
hp:0002071	abnormality of extrapyramidal motor function	extrapyramidal symptoms
hp:0002071	abnormality of extrapyramidal motor function	extrapyramidal syndrome
hp:0002071	abnormality of extrapyramidal motor function	extrapyramidal tract signs
hp:0002072	chorea	chorea
hp:0002072	chorea	choreic movements
hp:0002072	chorea	choreiform movements
hp:0002073	progressive cerebellar ataxia	progressive cerebellar ataxia
hp:0002073	progressive cerebellar ataxia	cerebellar ataxia, progressive
hp:0002073	progressive cerebellar ataxia	progressive ataxia
hp:0002074	increased neuronal autofluorescent lipopigment	increased neuronal autofluorescent lipopigment
hp:0002075	dysdiadochokinesis	dysdiadochokinesis
hp:0002075	dysdiadochokinesis	dysdiadochokinesia
hp:0002076	migraine	migraine
hp:0002076	migraine	intermittent migraine headaches
hp:0002076	migraine	migraine
hp:0002076	migraine	migraine headache
hp:0002076	migraine	migraine headaches
hp:0002077	migraine with aura	migraine with aura
hp:0002078	truncal ataxia	truncal ataxia
hp:0002078	truncal ataxia	trunk ataxia
hp:0002079	hypoplasia of the corpus callosum	hypoplasia of the corpus callosum
hp:0002079	hypoplasia of the corpus callosum	corpus callosum hypoplasia
hp:0002079	hypoplasia of the corpus callosum	hypoplasia of corpus callosum
hp:0002079	hypoplasia of the corpus callosum	hypoplastic corpus callosum
hp:0002079	hypoplasia of the corpus callosum	small corpus callosum
hp:0002079	hypoplasia of the corpus callosum	thin corpus callosum
hp:0002079	hypoplasia of the corpus callosum	thinning of the corpus callosum
hp:0002079	hypoplasia of the corpus callosum	underdevelopment of part of brain called corpus callosum
hp:0002080	intention tremor	intention tremor
hp:0002083	migraine without aura	migraine without aura
hp:0002084	encephalocele	encephalocele
hp:0002084	encephalocele	bifid skull
hp:0002084	encephalocele	cranium bifidum
hp:0002085	occipital encephalocele	occipital encephalocele
hp:0002085	occipital encephalocele	occipital meningoencephalocele
hp:0002085	occipital encephalocele	posterior encephalocele
hp:0002086	abnormality of the respiratory system	abnormality of the respiratory system
hp:0002086	abnormality of the respiratory system	respiratory abnormality
hp:0002087	abnormality of the upper respiratory tract	abnormality of the upper respiratory tract
hp:0002087	abnormality of the upper respiratory tract	abnormality of the upper respiratory tract
hp:0002087	abnormality of the upper respiratory tract	upper respiratory tract issues
hp:0002088	abnormal lung morphology	abnormal lung morphology
hp:0002088	abnormal lung morphology	abnormality of lung morphology
hp:0002088	abnormal lung morphology	abnormality of the lungs
hp:0002088	abnormal lung morphology	unusal lung shape
hp:0002088	abnormal lung morphology	abnormally shaped lung
hp:0002089	pulmonary hypoplasia	pulmonary hypoplasia
hp:0002089	pulmonary hypoplasia	hypoplastic lung
hp:0002089	pulmonary hypoplasia	hypoplastic lungs
hp:0002089	pulmonary hypoplasia	lung hypoplasia
hp:0002089	pulmonary hypoplasia	small lung
hp:0002089	pulmonary hypoplasia	underdeveloped lung
hp:0002090	pneumonia	pneumonia
hp:0002090	pneumonia	pneumonia
hp:0002091	restrictive ventilatory defect	restrictive ventilatory defect
hp:0002092	pulmonary arterial hypertension	pulmonary arterial hypertension
hp:0002092	pulmonary arterial hypertension	pulmonary artery hypertension
hp:0002092	pulmonary arterial hypertension	increased blood pressure in blood vessels of lungs
hp:0002093	respiratory insufficiency	respiratory insufficiency
hp:0002093	respiratory insufficiency	respiratory impairment
hp:0002093	respiratory insufficiency	progressive respiratory failure
hp:0002094	dyspnea	dyspnea
hp:0002094	dyspnea	trouble breathing
hp:0002097	emphysema	emphysema
hp:0002097	emphysema	pulmonary emphysema
hp:0002098	respiratory distress	respiratory distress
hp:0002098	respiratory distress	difficulty breathing
hp:0002098	respiratory distress	respiratory difficulties
hp:0002098	respiratory distress	breathing difficulties
hp:0002099	asthma	asthma
hp:0002099	asthma	asthma
hp:0002099	asthma	bronchial asthma
hp:0002100	recurrent aspiration pneumonia	recurrent aspiration pneumonia
hp:0002101	abnormal lung lobation	abnormal lung lobation
hp:0002101	abnormal lung lobation	defective lung lobation
hp:0002101	abnormal lung lobation	lung segmentation defects
hp:0002102	pleuritis	pleuritis
hp:0002102	pleuritis	pleurisy
hp:0002103	abnormality of the pleura	abnormality of the pleura
hp:0002104	apnea	apnea
hp:0002104	apnea	absence of spontaneous respiration
hp:0002104	apnea	apneic episodes
hp:0002104	apnea	apnoea
hp:0002105	hemoptysis	hemoptysis
hp:0002105	hemoptysis	haemoptysis
hp:0002105	hemoptysis	coughing up blood
hp:0002107	pneumothorax	pneumothorax
hp:0002107	pneumothorax	collapsed lung
hp:0002108	spontaneous pneumothorax	spontaneous pneumothorax
hp:0002108	spontaneous pneumothorax	spontaneous collapsed lung
hp:0002109	obsolete abnormality of the bronchi	obsolete abnormality of the bronchi
hp:0002110	bronchiectasis	bronchiectasis
hp:0002110	bronchiectasis	permanent enlargement of the airways of the lungs
hp:0002111	restrictive deficit on pulmonary function testing	restrictive deficit on pulmonary function testing
hp:0002111	restrictive deficit on pulmonary function testing	restrictive deficit on pulmonary function tests
hp:0002111	restrictive deficit on pulmonary function testing	restrictive respiratory disease
hp:0002111	restrictive deficit on pulmonary function testing	restrictive respiratory syndrome
hp:0002111	restrictive deficit on pulmonary function testing	restrictive respiratory insufficiency'
hp:0002113	pulmonary infiltrates	pulmonary infiltrates
hp:0002113	pulmonary infiltrates	pulmonic infiltration
hp:0002113	pulmonary infiltrates	lung infiltrates
hp:0002118	abnormality of the cerebral ventricles	abnormality of the cerebral ventricles
hp:0002119	ventriculomegaly	ventriculomegaly
hp:0002119	ventriculomegaly	cerebral ventricular dilatation
hp:0002119	ventriculomegaly	dilated cerebral ventricle
hp:0002119	ventriculomegaly	dilated cerebral ventricles
hp:0002119	ventriculomegaly	dilated ventricles
hp:0002119	ventriculomegaly	enlarged cerebral ventricles
hp:0002119	ventriculomegaly	enlarged ventricles
hp:0002119	ventriculomegaly	enlarged ventricular system
hp:0002119	ventriculomegaly	large cerebral ventricles and cisternae
hp:0002119	ventriculomegaly	ventricular dilatation
hp:0002120	cerebral cortical atrophy	cerebral cortical atrophy
hp:0002120	cerebral cortical atrophy	cerebral cortex atrophy
hp:0002120	cerebral cortical atrophy	cortical atrophy
hp:0002120	cerebral cortical atrophy	decrease in size of the outer layer of the brain due to loss of brain cells
hp:0002121	absence seizures	absence seizures
hp:0002121	absence seizures	petit mal seizures
hp:0002121	absence seizures	brief seizures with staring spells
hp:0002123	generalized myoclonic seizures	generalized myoclonic seizures
hp:0002123	generalized myoclonic seizures	myoclonus seizures
hp:0002126	polymicrogyria	polymicrogyria
hp:0002126	polymicrogyria	more grooves in brain
hp:0002127	abnormal upper motor neuron morphology	abnormal upper motor neuron morphology
hp:0002127	abnormal upper motor neuron morphology	abnormal shape of upper motor neuron
hp:0002131	episodic ataxia	episodic ataxia
hp:0002131	episodic ataxia	paroxysmal ataxia
hp:0002131	episodic ataxia	intermittent cerebellar ataxia
hp:0002132	porencephalic cyst	porencephalic cyst
hp:0002133	status epilepticus	status epilepticus
hp:0002134	abnormality of the basal ganglia	abnormality of the basal ganglia
hp:0002134	abnormality of the basal ganglia	anomaly of the basal ganglia
hp:0002134	abnormality of the basal ganglia	basal ganglia disease
hp:0002135	basal ganglia calcification	basal ganglia calcification
hp:0002135	basal ganglia calcification	basal ganglia calcifications
hp:0002135	basal ganglia calcification	basal ganglion calcification
hp:0002135	basal ganglia calcification	calcification of the basal ganglia
hp:0002136	broad-based gait	broad-based gait
hp:0002136	broad-based gait	broad based gait
hp:0002136	broad-based gait	wide based gait
hp:0002136	broad-based gait	wide-based gait
hp:0002136	broad-based gait	wide based walk
hp:0002138	subarachnoid hemorrhage	subarachnoid hemorrhage
hp:0002138	subarachnoid hemorrhage	subarachnoid haemorrhage
hp:0002139	arrhinencephaly	arrhinencephaly
hp:0002140	ischemic stroke	ischemic stroke
hp:0002141	gait imbalance	gait imbalance
hp:0002141	gait imbalance	abnormality of balance
hp:0002141	gait imbalance	abnormality of equilibrium
hp:0002141	gait imbalance	imbalanced walk
hp:0002143	abnormality of the spinal cord	abnormality of the spinal cord
hp:0002143	abnormality of the spinal cord	abnormality of the spinal cord
hp:0002144	tethered cord	tethered cord
hp:0002144	tethered cord	occult spinal dysraphism
hp:0002145	frontotemporal dementia	frontotemporal dementia
hp:0002148	hypophosphatemia	hypophosphatemia
hp:0002148	hypophosphatemia	hypophosphataemia
hp:0002148	hypophosphatemia	low blood phosphate level
hp:0002149	hyperuricemia	hyperuricemia
hp:0002149	hyperuricemia	hyperuricaemia
hp:0002149	hyperuricemia	high blood uric acid level
hp:0002150	hypercalciuria	hypercalciuria
hp:0002150	hypercalciuria	hypercalcinuria
hp:0002150	hypercalciuria	elevated urine calcium levels
hp:0002151	increased serum lactate	increased serum lactate
hp:0002151	increased serum lactate	increased blood lactate
hp:0002152	hyperproteinemia	hyperproteinemia
hp:0002153	hyperkalemia	hyperkalemia
hp:0002153	hyperkalemia	elevated serum potassium levels
hp:0002154	hyperglycinemia	hyperglycinemia
hp:0002154	hyperglycinemia	hyperglycinaemia
hp:0002154	hyperglycinemia	elevated blood glycine levels
hp:0002155	hypertriglyceridemia	hypertriglyceridemia
hp:0002155	hypertriglyceridemia	increased plasma triglycerides
hp:0002155	hypertriglyceridemia	increased serum triglycerides
hp:0002155	hypertriglyceridemia	increased triglycerides
hp:0002155	hypertriglyceridemia	increased circulating tg levels
hp:0002155	hypertriglyceridemia	increased plasma tg levels
hp:0002156	homocystinuria	homocystinuria
hp:0002156	homocystinuria	high urine homocystine levels
hp:0002157	azotemia	azotemia
hp:0002157	azotemia	azotaemia
hp:0002159	heparan sulfate excretion in urine	heparan sulfate excretion in urine
hp:0002160	hyperhomocystinemia	hyperhomocystinemia
hp:0002160	hyperhomocystinemia	homocystinemia
hp:0002160	hyperhomocystinemia	elevated blood homocystine
hp:0002161	hyperlysinemia	hyperlysinemia
hp:0002161	hyperlysinemia	elevated blood lysine
hp:0002162	low posterior hairline	low posterior hairline
hp:0002162	low posterior hairline	low posterior hair line
hp:0002162	low posterior hairline	low hairline at back of neck
hp:0002164	nail dysplasia	nail dysplasia
hp:0002164	nail dysplasia	dysplastic nails
hp:0002164	nail dysplasia	onychodysplasia
hp:0002164	nail dysplasia	atypical nail growth
hp:0002165	pterygium of nails	pterygium of nails
hp:0002166	impaired vibration sensation in the lower limbs	impaired vibration sensation in the lower limbs
hp:0002166	impaired vibration sensation in the lower limbs	decreased lower limb vibratory sense
hp:0002166	impaired vibration sensation in the lower limbs	decreased vibratory sense in lower limbs
hp:0002166	impaired vibration sensation in the lower limbs	decreased vibratory sense in the lower extremities
hp:0002166	impaired vibration sensation in the lower limbs	decreased vibratory sense in the lower limbs
hp:0002166	impaired vibration sensation in the lower limbs	diminished vibratory sensation in the legs
hp:0002166	impaired vibration sensation in the lower limbs	distal sensory loss, especially vibratory sense
hp:0002166	impaired vibration sensation in the lower limbs	distal vibratory impairment of the lower limbs
hp:0002166	impaired vibration sensation in the lower limbs	impaired vibration sensation in the lower limbs
hp:0002167	neurological speech impairment	neurological speech impairment
hp:0002167	neurological speech impairment	speech disorder
hp:0002167	neurological speech impairment	speech impairment
hp:0002167	neurological speech impairment	speech impediment
hp:0002168	scanning speech	scanning speech
hp:0002168	scanning speech	explosive speech
hp:0002169	clonus	clonus
hp:0002169	clonus	involuntary rhythmic muscular contractions and relaxations
hp:0002170	intracranial hemorrhage	intracranial hemorrhage
hp:0002170	intracranial hemorrhage	bleeding within the skull
hp:0002171	gliosis	gliosis
hp:0002171	gliosis	cerebral gliosis
