orpha:10	48,xxyy syndrome	48,xxyy syndrome
orpha:137888	auriculocondylar syndrome	auriculocondylar syndrome
orpha:137888	auriculocondylar syndrome	question mark ear syndrome
orpha:137893	male infertility due to large-headed multiflagellar polyploid spermatozoa	male infertility due to large-headed multiflagellar polyploid spermatozoa
orpha:137893	male infertility due to large-headed multiflagellar polyploid spermatozoa	macrocephalic sperm head syndrome
orpha:137893	male infertility due to large-headed multiflagellar polyploid spermatozoa	male infertility due to macrozoospermia
orpha:137898	leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome	leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome
orpha:137898	leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome	lbsl
orpha:137898	leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome	leukoencephalopathy with brain stem and spinal cord involvement-lactate elevation syndrome
orpha:137902	isolated optic nerve hypoplasia/aplasia	isolated optic nerve hypoplasia/aplasia
orpha:137905	syndromic optic nerve hypoplasia	syndromic optic nerve hypoplasia
orpha:137908	hypotonia with lactic acidemia and hyperammonemia	hypotonia with lactic acidemia and hyperammonemia
orpha:137908	hypotonia with lactic acidemia and hyperammonemia	coxpd5
orpha:137908	hypotonia with lactic acidemia and hyperammonemia	combined oxidative phosphorylation defect type 5
orpha:137911	autism-facial port-wine stain syndrome	autism-facial port-wine stain syndrome
orpha:137914	choanal atresia	choanal atresia
orpha:137917	choanal atresia, unilateral	choanal atresia, unilateral
orpha:137920	choanal atresia, bilateral	choanal atresia, bilateral
orpha:137926	primary laryngeal lymphangioma	primary laryngeal lymphangioma
orpha:137929	neonatal brainstem dysfunction	neonatal brainstem dysfunction
orpha:137932	congenital laryngeal palsy	congenital laryngeal palsy
orpha:137932	congenital laryngeal palsy	congenital vocal cord paralysis
orpha:137935	laryngotracheal angioma	laryngotracheal angioma
orpha:138	charge syndrome	charge syndrome
orpha:138	charge syndrome	charge association
orpha:138	charge syndrome	coloboma-heart defects-atresia choanae-retardation of growth and development-genitourinary problems-ear abnormalities syndrome
orpha:138	charge syndrome	hall-hittner syndrome
orpha:1380	cataract-nephropathy-encephalopathy syndrome	cataract-nephropathy-encephalopathy syndrome
orpha:1380	cataract-nephropathy-encephalopathy syndrome	crome syndrome
orpha:138041	pierre robin syndrome associated with collagen disease	pierre robin syndrome associated with collagen disease
orpha:138041	pierre robin syndrome associated with collagen disease	pierre robin sequence associated with collagen disease
orpha:138044	rare disease with pierre robin syndrome	rare disease with pierre robin syndrome
orpha:138047	pierre robin syndrome associated with a chromosomal anomaly	pierre robin syndrome associated with a chromosomal anomaly
orpha:138047	pierre robin syndrome associated with a chromosomal anomaly	pierre robin sequence associated with a chromosomal anomaly
orpha:138050	pierre robin syndrome associated with branchial archs anomalies	pierre robin syndrome associated with branchial archs anomalies
orpha:138050	pierre robin syndrome associated with branchial archs anomalies	pierre robin sequence associated with branchial archs anomalies
orpha:138055	pierre robin syndrome associated with bone disease	pierre robin syndrome associated with bone disease
orpha:138055	pierre robin syndrome associated with bone disease	pierre robin sequence associated with bone disease
orpha:138059	teratogenic pierre robin syndrome	teratogenic pierre robin syndrome
orpha:138059	teratogenic pierre robin syndrome	teratogenic pierre robin sequence
orpha:1381	cataract-intellectual disability-anal atresia-urinary defects syndrome	cataract-intellectual disability-anal atresia-urinary defects syndrome
orpha:1381	cataract-intellectual disability-anal atresia-urinary defects syndrome	karandikar-maria-kamble syndrome
orpha:1383	cataract-deafness-hypogonadism syndrome	cataract-deafness-hypogonadism syndrome
orpha:1383	cataract-deafness-hypogonadism syndrome	schaap-taylor-baraitser syndrome
orpha:1387	cataract-intellectual disability-hypogonadism syndrome	cataract-intellectual disability-hypogonadism syndrome
orpha:1387	cataract-intellectual disability-hypogonadism syndrome	martsolf syndrome
orpha:1388	catel-manzke syndrome	catel-manzke syndrome
orpha:1388	catel-manzke syndrome	hyperphalangy-clinodactyly of index finger with pierre robin syndrome
orpha:1388	catel-manzke syndrome	index finger anomaly-pierre robin syndrome
orpha:1388	catel-manzke syndrome	micrognathia digital syndrome
orpha:1388	catel-manzke syndrome	palatodigital syndrome, catel-manzke type
orpha:1388	catel-manzke syndrome	pierre robin sequence-hyperphalangy-clinodactyly syndrome
orpha:1388	catel-manzke syndrome	pierre robin syndrome-hyperphalangy-clinodactyly syndrome
orpha:1389	cortical blindness-intellectual disability-polydactyly syndrome	cortical blindness-intellectual disability-polydactyly syndrome
orpha:139	child syndrome	child syndrome
orpha:139	child syndrome	child nevus
orpha:139	child syndrome	congenital hemidysplasia with ichthyosiform nevus and limbs defects
orpha:1390	night blindness-skeletal anomalies-dysmorphism syndrome	night blindness-skeletal anomalies-dysmorphism syndrome
orpha:1390	night blindness-skeletal anomalies-dysmorphism syndrome	hunter-thompson-reed syndrome
orpha:139009	developmental anomaly of metabolic origin	developmental anomaly of metabolic origin
orpha:139012	rare bone development disorder	rare bone development disorder
orpha:139012	rare bone development disorder	rare skeletal development disorder
orpha:139021	malformation syndrome with short stature	malformation syndrome with short stature
orpha:139024	overgrowth/obesity syndrome	overgrowth/obesity syndrome
orpha:139027	malformation syndrome with skin/mucosae involvement	malformation syndrome with skin/mucosae involvement
orpha:139030	rare developmental defect with connective tissue involvement	rare developmental defect with connective tissue involvement
orpha:139033	progeroid syndrome	progeroid syndrome
orpha:139036	branchial arch or oral-acral syndrome	branchial arch or oral-acral syndrome
orpha:139039	orofacial clefting syndrome	orofacial clefting syndrome
orpha:139042	malformation syndrome with odontal and/or periodontal component	malformation syndrome with odontal and/or periodontal component
orpha:1393	cerebrocostomandibular syndrome	cerebrocostomandibular syndrome
orpha:139390	isolated craniosynostosis	isolated craniosynostosis
orpha:139393	syndromic craniosynostosis	syndromic craniosynostosis
orpha:139396	x-linked cerebral adrenoleukodystrophy	x-linked cerebral adrenoleukodystrophy
orpha:139399	adrenomyeloneuropathy	adrenomyeloneuropathy
orpha:1394	cerebrofaciothoracic dysplasia	cerebrofaciothoracic dysplasia
orpha:1394	cerebrofaciothoracic dysplasia	pascual-castroviejo syndrome type 1
orpha:139402	drug rash with eosinophilia and systemic symptoms	drug rash with eosinophilia and systemic symptoms
orpha:139402	drug rash with eosinophilia and systemic symptoms	dress syndrome
orpha:139402	drug rash with eosinophilia and systemic symptoms	drug reaction eosinophilic systemic syndrome
orpha:139406	encephalopathy due to prosaposin deficiency	encephalopathy due to prosaposin deficiency
orpha:139406	encephalopathy due to prosaposin deficiency	combined prosaposin deficiency
orpha:139411	carney triad	carney triad
orpha:139414	congenital panfollicular nevus	congenital panfollicular nevus
orpha:139417	acute transverse myelitis	acute transverse myelitis
orpha:139420	secondary acute transverse myelitis	secondary acute transverse myelitis
orpha:139420	secondary acute transverse myelitis	disease-associated transverse myelitis
orpha:139423	idiopathic acute transverse myelitis	idiopathic acute transverse myelitis
orpha:139423	idiopathic acute transverse myelitis	atm/tm
orpha:139426	perioral myoclonia with absences	perioral myoclonia with absences
orpha:139426	perioral myoclonia with absences	poma
orpha:139431	jeavons syndrome	jeavons syndrome
orpha:139431	jeavons syndrome	emea
orpha:139431	jeavons syndrome	eyelid myoclonia with and without absences
orpha:139436	multicentric reticulohistiocytosis	multicentric reticulohistiocytosis
orpha:139436	multicentric reticulohistiocytosis	giant cell histiocytomatosis
orpha:139436	multicentric reticulohistiocytosis	lipoid dermatoarthritis
orpha:139441	hypomyelination with atrophy of basal ganglia and cerebellum	hypomyelination with atrophy of basal ganglia and cerebellum
orpha:139441	hypomyelination with atrophy of basal ganglia and cerebellum	h-abc
orpha:139444	leukoencephalopathy with bilateral anterior temporal lobe cysts	leukoencephalopathy with bilateral anterior temporal lobe cysts
orpha:139447	progressive cavitating leukoencephalopathy	progressive cavitating leukoencephalopathy
orpha:139450	microtia-eye coloboma-imperforation of the nasolacrimal duct syndrome	microtia-eye coloboma-imperforation of the nasolacrimal duct syndrome
orpha:139450	microtia-eye coloboma-imperforation of the nasolacrimal duct syndrome	balikova-vermeesch syndrome
orpha:139455	autosomal recessive bestrophinopathy	autosomal recessive bestrophinopathy
orpha:139455	autosomal recessive bestrophinopathy	retinopathy, burgess-black type
orpha:139466	serkal syndrome	serkal syndrome
orpha:139466	serkal syndrome	sex reversion-kidneys, adrenal and lung dysgenesis syndrome
orpha:139471	microphthalmia with brain and digit anomalies	microphthalmia with brain and digit anomalies
orpha:139471	microphthalmia with brain and digit anomalies	bakrania-ragge syndrome
orpha:139471	microphthalmia with brain and digit anomalies	mcops6
orpha:139471	microphthalmia with brain and digit anomalies	syndromic microphthalmia type 6
orpha:139474	17q11.2 microduplication syndrome	17q11.2 microduplication syndrome
orpha:139474	17q11.2 microduplication syndrome	dup(17)(q11.2)
orpha:139474	17q11.2 microduplication syndrome	grisart-destrée syndrome
orpha:139474	17q11.2 microduplication syndrome	trisomy 17q11.2
orpha:139480	autosomal recessive spastic paraplegia type 39	autosomal recessive spastic paraplegia type 39
orpha:139480	autosomal recessive spastic paraplegia type 39	spg39
orpha:139480	autosomal recessive spastic paraplegia type 39	spastic paraplegia due to nte mutation
orpha:139480	autosomal recessive spastic paraplegia type 39	spastic paraplegia due to neuropathy target esterase mutation
orpha:139485	autosomal recessive ataxia due to ubiquinone deficiency	autosomal recessive ataxia due to ubiquinone deficiency
orpha:139485	autosomal recessive ataxia due to ubiquinone deficiency	arca2
orpha:139485	autosomal recessive ataxia due to ubiquinone deficiency	autosomal recessive ataxia due to coenzyme q10 deficiency
orpha:139485	autosomal recessive ataxia due to ubiquinone deficiency	autosomal recessive cerebellar ataxia type 2
orpha:139485	autosomal recessive ataxia due to ubiquinone deficiency	autosomal recessive spinocerebellar ataxia type 9
orpha:139485	autosomal recessive ataxia due to ubiquinone deficiency	scar9
orpha:139491	hemochromatosis type 4	hemochromatosis type 4
orpha:139491	hemochromatosis type 4	autosomal dominant hereditary hemochromatosis
orpha:139491	hemochromatosis type 4	ferroportin disease
orpha:139491	hemochromatosis type 4	hemochromatosis due to defect in ferroportin
orpha:139507	african iron overload	african iron overload
orpha:139507	african iron overload	bantu siderosis
orpha:139512	neuropathy with hearing impairment	neuropathy with hearing impairment
orpha:139515	charcot-marie-tooth disease type 4j	charcot-marie-tooth disease type 4j
orpha:139515	charcot-marie-tooth disease type 4j	cmt4j
orpha:139518	distal hereditary motor neuropathy type 1	distal hereditary motor neuropathy type 1
orpha:139518	distal hereditary motor neuropathy type 1	autosomal dominant distal juvenile spinal muscular atrophy type 1
orpha:139518	distal hereditary motor neuropathy type 1	dhmn1
orpha:139525	distal hereditary motor neuropathy type 2	distal hereditary motor neuropathy type 2
orpha:139525	distal hereditary motor neuropathy type 2	distal spinal muscular atrophy type 2
orpha:139525	distal hereditary motor neuropathy type 2	dhmn2
orpha:139525	distal hereditary motor neuropathy type 2	dsma2
orpha:139536	distal hereditary motor neuropathy type 5	distal hereditary motor neuropathy type 5
orpha:139536	distal hereditary motor neuropathy type 5	distal hmn v
orpha:139536	distal hereditary motor neuropathy type 5	distal hereditary motor neuropathy type v
orpha:139536	distal hereditary motor neuropathy type 5	distal spinal muscular atrophy type 5
orpha:139536	distal hereditary motor neuropathy type 5	dhmn5
orpha:139547	distal spinal muscular atrophy type 3	distal spinal muscular atrophy type 3
orpha:139547	distal spinal muscular atrophy type 3	autosomal recessive distal spinal muscular atrophy type 3
orpha:139547	distal spinal muscular atrophy type 3	distal hereditary motor neuropathy type 3 and type 4
orpha:139547	distal spinal muscular atrophy type 3	dhmn3 and dhmn4
orpha:139547	distal spinal muscular atrophy type 3	dsma3
orpha:139552	distal hereditary motor neuropathy, jerash type	distal hereditary motor neuropathy, jerash type
orpha:139552	distal hereditary motor neuropathy, jerash type	autosomal recessive distal spinal muscular atrophy type 2
orpha:139552	distal hereditary motor neuropathy, jerash type	dhmnj
orpha:139557	x-linked distal spinal muscular atrophy type 3	x-linked distal spinal muscular atrophy type 3
orpha:139557	x-linked distal spinal muscular atrophy type 3	atp7a-related distal motor neuropathy
orpha:139557	x-linked distal spinal muscular atrophy type 3	dsmax
orpha:139557	x-linked distal spinal muscular atrophy type 3	smax3
orpha:139557	x-linked distal spinal muscular atrophy type 3	x-linked dhmn3
orpha:139557	x-linked distal spinal muscular atrophy type 3	x-linked dsma3
orpha:139557	x-linked distal spinal muscular atrophy type 3	x-linked distal hereditary motor neuropathy type 3
orpha:139564	hereditary sensory and autonomic neuropathy type 1b	hereditary sensory and autonomic neuropathy type 1b
orpha:139564	hereditary sensory and autonomic neuropathy type 1b	hsan with cough and gastroesophageal reflux
orpha:139564	hereditary sensory and autonomic neuropathy type 1b	hsan1b
orpha:139564	hereditary sensory and autonomic neuropathy type 1b	hereditary sensory and autonomic neuropathy type 1 with cough and gastroesophageal reflux
orpha:139564	hereditary sensory and autonomic neuropathy type 1b	hereditary sensory and autonomic neuropathy type ib
orpha:139573	hereditary sensory and autonomic neuropathy with deafness and global delay	hereditary sensory and autonomic neuropathy with deafness and global delay
orpha:139573	hereditary sensory and autonomic neuropathy with deafness and global delay	hsan with deafness and global delay
orpha:139578	hereditary sensory and autonomic neuropathy with spastic paraplegia	hereditary sensory and autonomic neuropathy with spastic paraplegia
orpha:139578	hereditary sensory and autonomic neuropathy with spastic paraplegia	hsan with spastic paraplegia
